"","X","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"859",1539,16646,"Paid","Beginner Level",5,"Web Development","German"
"860",1540,446134,"Paid","Beginner Level",3,"Web Development","English"
"861",1541,519442,"Paid","All Levels",2,"Web Development","Hindi"
"862",1542,949282,"Paid","Beginner Level",5,"Web Development","German"
"863",1543,294794,"Free","All Levels",5,"Web Development","French"
"864",1544,695656,"Paid","Beginner Level",5,"Web Development","German"
"865",1545,19332,"Paid","Beginner Level",2,"Web Development","English"
"866",1546,511934,"Free","All Levels",5,"Web Development","German"
"867",1547,267560,"Free","Beginner Level",4,"Web Development","Hindi"
"868",1548,866460,"Paid","Beginner Level",4,"Web Development","Hindi"
"869",1549,405282,"Paid","Beginner Level",4,"Web Development","German"
"870",1550,1025026,"Paid","All Levels",5,"Web Development","German"
"871",1551,607048,"Paid","Beginner Level",3,"Web Development","Spanish"
"872",1552,851712,"Paid","Beginner Level",1,"Web Development","Hindi"
"873",1553,159070,"Paid","All Levels",1,"Web Development","Hindi"
"874",1554,470288,"Free","Beginner Level",4,"Web Development","French"
"875",1555,11475,"Paid","All Levels",5,"Web Development","French"
"876",1556,429364,"Free","All Levels",3,"Web Development","German"
"877",1557,24334,"Paid","All Levels",2,"Web Development","Hindi"
"878",1558,15285,"Paid","All Levels",5,"Web Development","Spanish"
"879",1559,653846,"Paid","Intermediate Level",3,"Web Development","Spanish"
"880",1560,642410,"Paid","All Levels",4,"Web Development","Spanish"
"881",1561,629142,"Paid","Beginner Level",2,"Web Development","French"
"882",1562,369662,"Paid","All Levels",1,"Web Development","English"
"883",1563,505208,"Paid","Beginner Level",1,"Web Development","German"
"884",1564,60792,"Free","Beginner Level",1,"Web Development","German"
"885",1565,882488,"Paid","All Levels",3,"Web Development","English"
"886",1566,47963,"Paid","All Levels",3,"Web Development","Hindi"
"887",1567,63612,"Paid","All Levels",3,"Web Development","Hindi"
"888",1568,787236,"Paid","All Levels",1,"Web Development","Spanish"
"889",1569,534376,"Paid","Beginner Level",5,"Web Development","German"
"890",1570,579338,"Paid","All Levels",3,"Web Development","Hindi"
"891",1571,781532,"Paid","All Levels",3,"Web Development","Spanish"
"892",1572,99826,"Paid","All Levels",2,"Web Development","Spanish"
"893",1573,808622,"Free","Beginner Level",1,"Web Development","Spanish"
"894",1574,756914,"Free","Beginner Level",3,"Web Development","Spanish"
"895",1575,30243,"Paid","All Levels",4,"Web Development","Spanish"
"896",1576,701634,"Free","All Levels",3,"Web Development","French"
"897",1577,357726,"Free","Beginner Level",3,"Web Development","German"
"898",1578,197828,"Free","Intermediate Level",5,"Web Development","French"
"899",1579,382786,"Free","Beginner Level",2,"Web Development","English"
"900",1580,806922,"Paid","Beginner Level",2,"Web Development","Hindi"
"901",1581,766592,"Free","Intermediate Level",1,"Web Development","French"
"902",1582,162274,"Free","All Levels",4,"Web Development","English"
"903",1583,714724,"Paid","All Levels",1,"Web Development","Hindi"
"904",1584,231176,"Paid","Beginner Level",5,"Web Development","Hindi"
"905",1585,445534,"Paid","Beginner Level",5,"Web Development","Hindi"
"906",1586,297390,"Free","All Levels",5,"Web Development","German"
"907",1587,64605,"Paid","All Levels",3,"Web Development","Hindi"
"908",1588,79154,"Paid","All Levels",2,"Web Development","French"
"909",1589,99986,"Paid","All Levels",4,"Web Development","Spanish"
"910",1590,582636,"Paid","All Levels",2,"Web Development","English"
"911",1591,652438,"Paid","Beginner Level",5,"Web Development","German"
"912",1592,164554,"Paid","Beginner Level",2,"Web Development","English"
"913",1593,1107524,"Paid","Beginner Level",1,"Web Development","French"
"914",1594,963412,"Paid","All Levels",2,"Web Development","French"
"915",1595,391546,"Paid","All Levels",3,"Web Development","Spanish"
"916",1596,995016,"Paid","Intermediate Level",1,"Web Development","French"
"917",1597,516062,"Paid","All Levels",1,"Web Development","English"
"918",1598,639654,"Free","All Levels",2,"Web Development","German"
"919",1599,383204,"Paid","All Levels",5,"Web Development","French"
"920",1600,833442,"Paid","Expert Level",2,"Web Development","English"
"921",1601,30318,"Paid","Beginner Level",1,"Web Development","Hindi"
"922",1602,173134,"Paid","Intermediate Level",2,"Web Development","English"
"923",1603,983534,"Paid","Beginner Level",2,"Web Development","Hindi"
"924",1604,1078522,"Paid","All Levels",4,"Web Development","Spanish"
"925",1605,701636,"Paid","All Levels",2,"Web Development","Hindi"
"926",1606,648118,"Paid","All Levels",1,"Web Development","Spanish"
"927",1607,188692,"Free","All Levels",4,"Web Development","French"
"928",1608,50522,"Paid","Beginner Level",4,"Web Development","English"
"929",1609,874166,"Paid","Intermediate Level",4,"Web Development","German"
"930",1610,993754,"Paid","Beginner Level",1,"Web Development","French"
"931",1611,64422,"Paid","Beginner Level",5,"Web Development","German"
"932",1612,1171966,"Paid","All Levels",2,"Web Development","German"
"933",1613,556922,"Paid","Beginner Level",2,"Web Development","Hindi"
"934",1614,364616,"Free","All Levels",5,"Web Development","English"
"935",1615,212374,"Free","All Levels",2,"Web Development","Hindi"
"936",1616,340844,"Free","Beginner Level",5,"Web Development","French"
"937",1617,1146014,"Paid","All Levels",4,"Web Development","English"
"938",1618,23742,"Paid","All Levels",2,"Web Development","English"
"939",1619,128950,"Free","Beginner Level",3,"Web Development","French"
"940",1620,654680,"Paid","Beginner Level",1,"Web Development","Hindi"
"941",1621,309820,"Free","All Levels",5,"Web Development","English"
"942",1622,283014,"Paid","All Levels",1,"Web Development","French"
"943",1623,1027342,"Paid","All Levels",2,"Web Development","Spanish"
"944",1624,427530,"Paid","Beginner Level",4,"Web Development","English"
"945",1625,269638,"Paid","Intermediate Level",2,"Web Development","Spanish"
"946",1626,34882,"Paid","Beginner Level",5,"Web Development","Hindi"
"947",1627,574876,"Paid","Beginner Level",5,"Web Development","German"
"948",1628,499632,"Paid","All Levels",1,"Web Development","German"
"949",1629,778112,"Paid","All Levels",2,"Web Development","Hindi"
"950",1630,390866,"Paid","All Levels",3,"Web Development","Spanish"
"951",1631,94428,"Paid","All Levels",5,"Web Development","Hindi"
"952",1632,628222,"Free","All Levels",3,"Web Development","German"
"953",1633,269006,"Paid","All Levels",2,"Web Development","Hindi"
"954",1634,958750,"Paid","All Levels",3,"Web Development","Hindi"
"955",1635,566248,"Paid","Beginner Level",5,"Web Development","French"
"956",1636,881210,"Paid","All Levels",3,"Web Development","French"
"957",1637,884946,"Free","Beginner Level",3,"Web Development","Hindi"
"958",1638,1165096,"Paid","All Levels",3,"Web Development","English"
"959",1639,520116,"Paid","Beginner Level",4,"Web Development","English"
"960",1640,563248,"Paid","All Levels",5,"Web Development","Spanish"
"961",1641,226534,"Free","All Levels",3,"Web Development","Hindi"
"962",1642,1023062,"Free","Beginner Level",3,"Web Development","French"
"963",1643,778084,"Free","Beginner Level",1,"Web Development","French"
"964",1644,752706,"Free","Intermediate Level",3,"Web Development","English"
"965",1645,861624,"Paid","All Levels",5,"Web Development","French"
"966",1646,382856,"Free","Beginner Level",5,"Web Development","Spanish"
"967",1647,939962,"Paid","All Levels",2,"Web Development","Spanish"
"968",1648,646056,"Free","All Levels",1,"Web Development","Hindi"
"969",1649,917724,"Paid","Beginner Level",4,"Web Development","German"
"970",1650,682484,"Paid","All Levels",3,"Web Development","German"
"971",1651,101864,"Paid","Beginner Level",2,"Web Development","German"
"972",1652,788514,"Paid","Intermediate Level",2,"Web Development","Spanish"
"973",1653,1049092,"Paid","All Levels",2,"Web Development","English"
"974",1654,732556,"Paid","Intermediate Level",2,"Web Development","English"
"975",1655,561136,"Paid","Beginner Level",5,"Web Development","English"
"976",1656,188828,"Free","All Levels",1,"Web Development","French"
"977",1657,8325,"Paid","Beginner Level",1,"Web Development","French"
"978",1658,657734,"Paid","Intermediate Level",2,"Web Development","English"
"979",1659,1247828,"Paid","Beginner Level",1,"Web Development","Hindi"
"980",1660,777654,"Free","Beginner Level",2,"Web Development","Hindi"
"981",1661,217010,"Paid","All Levels",5,"Web Development","Spanish"
"982",1662,370752,"Free","Beginner Level",5,"Web Development","French"
"983",1663,890810,"Free","All Levels",3,"Web Development","German"
"984",1664,113706,"Paid","Beginner Level",5,"Web Development","French"
"985",1665,723522,"Paid","Intermediate Level",4,"Web Development","Spanish"
"986",1666,746014,"Paid","All Levels",5,"Web Development","Spanish"
"987",1667,560996,"Paid","Intermediate Level",4,"Web Development","English"
"988",1668,26845,"Paid","All Levels",5,"Web Development","French"
"989",1669,822444,"Paid","Beginner Level",2,"Web Development","French"
"990",1670,563668,"Free","All Levels",4,"Web Development","German"
"991",1671,540724,"Free","Beginner Level",1,"Web Development","French"
"992",1672,596192,"Free","All Levels",5,"Web Development","French"
"993",1673,77642,"Paid","All Levels",4,"Web Development","French"
"994",1674,696016,"Paid","All Levels",4,"Web Development","German"
"995",1675,920544,"Paid","All Levels",1,"Web Development","Hindi"
"996",1676,699618,"Free","Beginner Level",4,"Web Development","German"
"997",1677,789324,"Paid","All Levels",3,"Web Development","Hindi"
"998",1678,945978,"Paid","Beginner Level",2,"Web Development","French"
"999",1679,460056,"Paid","All Levels",4,"Web Development","German"
"1000",1680,1052304,"Paid","Intermediate Level",1,"Web Development","English"
"1001",1681,379722,"Paid","Beginner Level",4,"Web Development","French"
"1002",1682,736940,"Paid","Beginner Level",3,"Web Development","French"
"1003",1683,241590,"Paid","Beginner Level",2,"Web Development","Spanish"
"1004",1684,294408,"Free","All Levels",1,"Web Development","German"
"1005",1685,142666,"Free","Beginner Level",3,"Web Development","German"
"1006",1686,615106,"Paid","All Levels",3,"Web Development","Hindi"
"1007",1687,1000574,"Paid","All Levels",3,"Web Development","Spanish"
"1008",1688,394832,"Free","All Levels",3,"Web Development","English"
"1009",1689,113518,"Paid","All Levels",3,"Web Development","Spanish"
"1010",1690,701570,"Paid","All Levels",3,"Web Development","German"
"1011",1691,729552,"Paid","Beginner Level",3,"Web Development","French"
"1012",1692,708674,"Free","All Levels",4,"Web Development","Spanish"
"1013",1693,149042,"Paid","All Levels",4,"Web Development","English"
"1014",1694,1017116,"Paid","Beginner Level",2,"Web Development","French"
"1015",1695,158934,"Paid","All Levels",1,"Web Development","English"
"1016",1696,266252,"Paid","Beginner Level",3,"Web Development","German"
"1017",1697,609992,"Paid","Beginner Level",1,"Web Development","Spanish"
"1018",1698,559512,"Paid","All Levels",1,"Web Development","Hindi"
"1019",1699,587902,"Paid","Beginner Level",1,"Web Development","French"
"1020",1700,176432,"Paid","Beginner Level",5,"Web Development","English"
"1021",828,19421,"Free","All Levels",2,"Musical Instruments","English"
"1022",829,238934,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1023",830,41884,"Free","All Levels",2,"Musical Instruments","Spanish"
"1024",831,42271,"Paid","All Levels",1,"Musical Instruments","French"
"1025",832,26956,"Paid","All Levels",4,"Musical Instruments","German"
"1026",833,456284,"Paid","All Levels",5,"Musical Instruments","German"
"1027",834,583752,"Free","All Levels",2,"Musical Instruments","Hindi"
"1028",835,59922,"Paid","All Levels",2,"Musical Instruments","English"
"1029",836,198690,"Free","Beginner Level",2,"Musical Instruments","French"
"1030",837,484670,"Paid","Intermediate Level",3,"Musical Instruments","German"
"1031",838,953152,"Paid","Expert Level",4,"Musical Instruments","Hindi"
"1032",839,1191750,"Free","Intermediate Level",4,"Musical Instruments","German"
"1033",840,645202,"Free","Intermediate Level",1,"Musical Instruments","French"
"1034",841,200598,"Paid","Beginner Level",5,"Musical Instruments","French"
"1035",842,101496,"Free","All Levels",2,"Musical Instruments","French"
"1036",843,99324,"Free","Beginner Level",1,"Musical Instruments","Hindi"
"1037",844,1132342,"Paid","All Levels",3,"Musical Instruments","English"
"1038",845,194692,"Paid","Intermediate Level",3,"Musical Instruments","German"
"1039",846,76524,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1040",847,409818,"Free","Intermediate Level",4,"Musical Instruments","Hindi"
"1041",848,517148,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1042",849,824044,"Free","Beginner Level",1,"Musical Instruments","German"
"1043",850,1052180,"Paid","All Levels",5,"Musical Instruments","English"
"1044",851,65033,"Paid","Beginner Level",2,"Musical Instruments","French"
"1045",852,315576,"Free","Intermediate Level",1,"Musical Instruments","French"
"1046",853,364716,"Free","Beginner Level",4,"Musical Instruments","English"
"1047",854,967380,"Paid","All Levels",3,"Musical Instruments","English"
"1048",855,1032864,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1049",856,555340,"Free","All Levels",3,"Musical Instruments","Spanish"
"1050",857,574974,"Paid","All Levels",4,"Musical Instruments","French"
"1051",858,1105794,"Free","Beginner Level",3,"Musical Instruments","Spanish"
"1052",859,1229488,"Paid","Beginner Level",5,"Musical Instruments","German"
"1053",860,566678,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1054",861,501412,"Paid","All Levels",1,"Musical Instruments","German"
"1055",862,696630,"Free","All Levels",5,"Musical Instruments","English"
"1056",863,286070,"Free","All Levels",4,"Musical Instruments","French"
"1057",864,681692,"Paid","All Levels",1,"Musical Instruments","French"
"1058",865,206088,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1059",866,687248,"Paid","Beginner Level",5,"Musical Instruments","French"
"1060",867,955914,"Free","All Levels",2,"Musical Instruments","Spanish"
"1061",868,658276,"Paid","Beginner Level",1,"Musical Instruments","German"
"1062",869,762374,"Free","All Levels",1,"Musical Instruments","German"
"1063",870,648506,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1064",871,666322,"Paid","Intermediate Level",1,"Musical Instruments","Hindi"
"1065",872,198660,"Free","Beginner Level",2,"Musical Instruments","French"
"1066",873,385684,"Free","All Levels",4,"Musical Instruments","German"
"1067",874,1029440,"Paid","Beginner Level",5,"Musical Instruments","German"
"1068",875,1098994,"Paid","Beginner Level",4,"Musical Instruments","German"
"1069",876,288942,"Paid","Beginner Level",3,"Musical Instruments","Spanish"
"1070",877,105350,"Paid","Beginner Level",1,"Musical Instruments","English"
"1071",878,1034414,"Free","All Levels",4,"Musical Instruments","German"
"1072",879,476324,"Paid","All Levels",4,"Musical Instruments","English"
"1073",880,521440,"Free","Beginner Level",4,"Musical Instruments","English"
"1074",881,476988,"Paid","All Levels",4,"Musical Instruments","English"
"1075",882,521072,"Paid","Expert Level",4,"Musical Instruments","German"
"1076",883,983418,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1077",884,749686,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1078",885,20387,"Paid","Beginner Level",4,"Musical Instruments","English"
"1079",886,806638,"Free","Beginner Level",1,"Musical Instruments","Spanish"
"1080",887,807934,"Free","Beginner Level",2,"Musical Instruments","French"
"1081",888,288854,"Free","All Levels",1,"Musical Instruments","German"
"1082",889,873386,"Free","All Levels",4,"Musical Instruments","Spanish"
"1083",890,970880,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1084",891,138228,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1085",892,647338,"Paid","All Levels",5,"Musical Instruments","English"
"1086",893,422546,"Paid","All Levels",2,"Musical Instruments","English"
"1087",894,782430,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1088",895,51752,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1089",896,311530,"Paid","Intermediate Level",3,"Musical Instruments","French"
"1090",897,1116196,"Free","Beginner Level",5,"Musical Instruments","German"
"1091",898,659918,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1092",899,1003568,"Paid","Beginner Level",2,"Musical Instruments","English"
"1093",900,515256,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1094",901,1119092,"Paid","Beginner Level",1,"Musical Instruments","English"
"1095",902,961630,"Free","Beginner Level",4,"Musical Instruments","Spanish"
"1096",903,907966,"Paid","Beginner Level",1,"Musical Instruments","German"
"1097",904,1123250,"Paid","Beginner Level",2,"Musical Instruments","German"
"1098",905,1122832,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1099",906,1123184,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1100",907,551170,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1101",908,1111630,"Paid","Beginner Level",3,"Musical Instruments","Spanish"
"1102",909,646906,"Paid","All Levels",5,"Musical Instruments","French"
"1103",910,778682,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1104",911,353224,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1105",912,17922,"Paid","Expert Level",1,"Musical Instruments","German"
"1106",913,829616,"Free","Beginner Level",2,"Musical Instruments","German"
"1107",914,132570,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1108",915,260900,"Paid","Beginner Level",3,"Musical Instruments","French"
"1109",916,777650,"Paid","Beginner Level",2,"Musical Instruments","French"
"1110",917,658816,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1111",918,637842,"Paid","Beginner Level",2,"Musical Instruments","French"
"1112",919,326428,"Paid","Beginner Level",3,"Musical Instruments","English"
"1113",920,993510,"Paid","Intermediate Level",5,"Musical Instruments","German"
"1114",921,888698,"Paid","Intermediate Level",4,"Musical Instruments","Spanish"
"1115",922,670376,"Free","All Levels",1,"Musical Instruments","French"
"1116",923,1217408,"Free","All Levels",2,"Musical Instruments","English"
"1117",924,396238,"Paid","All Levels",5,"Musical Instruments","French"
"1118",925,1010274,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1119",926,1170074,"Paid","Beginner Level",3,"Musical Instruments","German"
"1120",927,195576,"Paid","All Levels",1,"Musical Instruments","German"
"1121",928,242382,"Paid","All Levels",1,"Musical Instruments","French"
"1122",929,515262,"Paid","Beginner Level",1,"Musical Instruments","English"
"1123",930,995562,"Paid","All Levels",4,"Musical Instruments","French"
"1124",931,464844,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1125",932,104304,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1126",933,971962,"Paid","All Levels",1,"Musical Instruments","French"
"1127",934,631416,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1128",935,801486,"Paid","Beginner Level",5,"Musical Instruments","German"
"1129",936,917432,"Paid","All Levels",1,"Musical Instruments","German"
"1130",937,372416,"Paid","All Levels",5,"Musical Instruments","French"
"1131",938,1041176,"Paid","Intermediate Level",3,"Musical Instruments","French"
"1132",939,384928,"Paid","All Levels",5,"Musical Instruments","German"
"1133",940,710420,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1134",941,640496,"Paid","All Levels",2,"Musical Instruments","German"
"1135",942,902474,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1136",943,455054,"Paid","Intermediate Level",5,"Musical Instruments","Hindi"
"1137",944,830568,"Paid","All Levels",5,"Musical Instruments","French"
"1138",945,535650,"Paid","Beginner Level",1,"Musical Instruments","Spanish"
"1139",946,101498,"Paid","Beginner Level",2,"Musical Instruments","English"
"1140",947,648628,"Paid","Beginner Level",3,"Musical Instruments","English"
"1141",948,112314,"Paid","All Levels",2,"Musical Instruments","French"
"1142",949,606494,"Paid","All Levels",5,"Musical Instruments","German"
"1143",950,660460,"Paid","Beginner Level",3,"Musical Instruments","German"
"1144",951,1009802,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1145",952,27681,"Paid","Beginner Level",1,"Musical Instruments","German"
"1146",953,42251,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1147",954,692658,"Paid","Intermediate Level",5,"Musical Instruments","French"
"1148",955,993134,"Paid","Beginner Level",2,"Musical Instruments","German"
"1149",956,550842,"Paid","All Levels",5,"Musical Instruments","French"
"1150",957,902476,"Paid","Intermediate Level",2,"Musical Instruments","Hindi"
"1151",958,920194,"Paid","Beginner Level",3,"Musical Instruments","German"
"1152",959,174562,"Paid","Beginner Level",1,"Musical Instruments","French"
"1153",960,997470,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1154",961,515260,"Paid","All Levels",5,"Musical Instruments","French"
"1155",962,972704,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1156",963,40495,"Paid","Intermediate Level",3,"Musical Instruments","Hindi"
"1157",964,1033670,"Paid","All Levels",4,"Musical Instruments","English"
"1158",965,647336,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1159",966,149728,"Paid","All Levels",5,"Musical Instruments","English"
"1160",967,1048188,"Paid","Beginner Level",5,"Musical Instruments","English"
"1161",968,392958,"Paid","Beginner Level",2,"Musical Instruments","English"
"1162",969,356060,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1163",970,829962,"Free","All Levels",2,"Musical Instruments","Spanish"
"1164",971,413182,"Paid","Intermediate Level",2,"Musical Instruments","English"
"1165",972,672894,"Paid","Intermediate Level",1,"Musical Instruments","French"
"1166",973,783292,"Paid","All Levels",1,"Musical Instruments","English"
"1167",974,837722,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1168",975,1051856,"Paid","Intermediate Level",2,"Musical Instruments","English"
"1169",976,670640,"Paid","Intermediate Level",2,"Musical Instruments","Spanish"
"1170",977,517366,"Paid","All Levels",4,"Musical Instruments","German"
"1171",978,552700,"Paid","All Levels",5,"Musical Instruments","French"
"1172",979,998100,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1173",980,1034080,"Paid","Beginner Level",2,"Musical Instruments","French"
"1174",981,566856,"Free","Beginner Level",1,"Musical Instruments","Spanish"
"1175",982,344234,"Paid","Intermediate Level",1,"Musical Instruments","French"
"1176",983,787686,"Free","Beginner Level",2,"Musical Instruments","French"
"1177",984,1240148,"Paid","All Levels",1,"Musical Instruments","English"
"1178",985,184780,"Paid","Beginner Level",3,"Musical Instruments","Spanish"
"1179",986,574428,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1180",987,1120410,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1181",988,956102,"Paid","Beginner Level",4,"Musical Instruments","German"
"1182",989,505126,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1183",990,1257976,"Free","All Levels",3,"Musical Instruments","Hindi"
"1184",991,173776,"Paid","Beginner Level",4,"Musical Instruments","French"
"1185",992,708696,"Paid","All Levels",2,"Musical Instruments","German"
"1186",993,769270,"Paid","All Levels",5,"Musical Instruments","English"
"1187",994,1253224,"Free","Beginner Level",3,"Musical Instruments","Hindi"
"1188",995,970462,"Free","Beginner Level",5,"Musical Instruments","Hindi"
"1189",996,403078,"Paid","Intermediate Level",5,"Musical Instruments","Spanish"
"1190",997,338926,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1191",998,692812,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1192",999,412970,"Paid","Beginner Level",1,"Musical Instruments","German"
"1193",1000,1116700,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1194",1001,560662,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1195",1002,663810,"Paid","All Levels",4,"Musical Instruments","French"
"1196",1003,1000966,"Paid","Beginner Level",1,"Musical Instruments","French"
"1197",1004,643970,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1198",1005,793234,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1199",1006,996888,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1200",1007,552650,"Paid","Beginner Level",1,"Musical Instruments","English"
"1201",1008,656364,"Paid","All Levels",5,"Musical Instruments","Spanish"
"1202",1009,661814,"Paid","All Levels",5,"Musical Instruments","German"
"1203",1010,657518,"Paid","Intermediate Level",4,"Musical Instruments","English"
"1204",1011,26648,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1205",1012,182940,"Paid","Beginner Level",5,"Musical Instruments","English"
"1206",1013,206332,"Paid","All Levels",5,"Musical Instruments","German"
"1207",1014,324224,"Paid","All Levels",5,"Musical Instruments","French"
"1208",1015,1000988,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1209",1016,64585,"Paid","Beginner Level",5,"Musical Instruments","German"
"1210",1017,1254852,"Free","All Levels",2,"Musical Instruments","Hindi"
"1211",1018,585946,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1212",1019,650836,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1213",1020,564446,"Paid","Intermediate Level",4,"Musical Instruments","Hindi"
"1214",1021,342398,"Paid","Beginner Level",5,"Musical Instruments","English"
"1215",1022,149716,"Paid","Beginner Level",3,"Musical Instruments","English"
"1216",1023,301686,"Paid","All Levels",1,"Musical Instruments","English"
"1217",1024,825186,"Paid","Beginner Level",1,"Musical Instruments","French"
"1218",1025,808292,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1219",1026,365292,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1220",1027,1119610,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1221",1028,938260,"Paid","Beginner Level",4,"Musical Instruments","English"
"1222",1029,783778,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1223",1030,140168,"Paid","Beginner Level",2,"Musical Instruments","French"
"1224",1031,213532,"Paid","All Levels",2,"Musical Instruments","French"
"1225",1032,563650,"Paid","Beginner Level",2,"Musical Instruments","Hindi"
"1226",1033,624118,"Paid","All Levels",5,"Musical Instruments","French"
"1227",1034,1200374,"Free","Beginner Level",2,"Musical Instruments","Spanish"
"1228",1035,544234,"Paid","All Levels",3,"Musical Instruments","German"
"1229",1036,333046,"Paid","All Levels",3,"Musical Instruments","English"
"1230",1037,578750,"Paid","All Levels",4,"Musical Instruments","German"
"1231",1038,347104,"Paid","Beginner Level",2,"Musical Instruments","Spanish"
"1232",1039,567558,"Paid","Intermediate Level",3,"Musical Instruments","Spanish"
"1233",1040,660690,"Paid","Beginner Level",1,"Musical Instruments","German"
"1234",1041,1159988,"Paid","Intermediate Level",3,"Musical Instruments","German"
"1235",1042,151027,"Paid","Beginner Level",1,"Musical Instruments","German"
"1236",1043,1193886,"Paid","All Levels",4,"Musical Instruments","German"
"1237",1044,375830,"Paid","All Levels",2,"Musical Instruments","French"
"1238",1045,1194244,"Paid","Beginner Level",1,"Musical Instruments","English"
"1239",1046,411986,"Paid","All Levels",2,"Musical Instruments","Spanish"
"1240",1047,925286,"Paid","Beginner Level",4,"Musical Instruments","English"
"1241",1048,755198,"Paid","Beginner Level",3,"Musical Instruments","French"
"1242",1049,602450,"Paid","All Levels",5,"Musical Instruments","English"
"1243",1050,217978,"Free","Intermediate Level",2,"Musical Instruments","English"
"1244",1051,263818,"Paid","Beginner Level",1,"Musical Instruments","French"
"1245",1052,559438,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1246",1053,831294,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1247",1054,1132694,"Paid","Expert Level",2,"Musical Instruments","English"
"1248",1055,895244,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1249",1056,1008054,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1250",1057,199500,"Paid","All Levels",5,"Musical Instruments","German"
"1251",1058,589248,"Paid","All Levels",2,"Musical Instruments","English"
"1252",1059,374566,"Paid","Beginner Level",3,"Musical Instruments","French"
"1253",1060,561774,"Paid","All Levels",1,"Musical Instruments","English"
"1254",1061,628798,"Paid","Beginner Level",1,"Musical Instruments","German"
"1255",1062,271652,"Paid","Beginner Level",2,"Musical Instruments","German"
"1256",1063,1186514,"Free","All Levels",2,"Musical Instruments","German"
"1257",1064,897162,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1258",1065,131512,"Paid","All Levels",4,"Musical Instruments","Spanish"
"1259",1066,371896,"Paid","All Levels",4,"Musical Instruments","French"
"1260",1067,769518,"Paid","Beginner Level",5,"Musical Instruments","Hindi"
"1261",1068,467408,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1262",1069,41890,"Paid","All Levels",1,"Musical Instruments","French"
"1263",1070,601230,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1264",1071,475914,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1265",1072,446478,"Paid","Beginner Level",1,"Musical Instruments","English"
