Course ID,Course Title,Price,Number of Subscribers,Number of Reviews,Number of Lectures,Content Duration
755680,Draw a realistic Fantail using pencil,0,6754,109,20,1
371490,Graphic Design: Create Animated GIF Ad Banners in Photoshop,20,6612,44,20,1
611804,Primeros Pasos con Photoshop CC,0,6429,654,31,2.5
1228900,Learn Professional Book-Cover Designing Photoshop 4 Beginner,200,6428,21,54,3
590622,Logo Design - Guide to Logo Design in Photoshop,25,6215,86,17,2
400130,The Business Graphic Design with Photoshop & Illustrator,200,6039,128,111,17
561188,Photoshop CC for Beginners - A Comprehensive Crash Course,200,6028,205,20,2.5
269082,Photoshop: Real World Hands-on Freelance Mastery,105,5950,25,29,2.5
507726,Typography: Learn the Basics to Build a Solid Foundation,35,5850,19,34,1
516394,Book Covers and Graphic Design with PowerPoint 2013/2016/365,195,5840,57,30,4
1149656,Mastering advance Photoshop,20,5787,40,21,2
337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),200,5471,72,39,6.5
1046722,Ultimate Photoshop Training: From Beginner to Pro,200,5326,447,150,11.5
839536,Start Making Comics with Manga Studio 5 / Clip Studio Paint,0,5301,125,77,6.5
874656,Create Stunning Infographics to Share your Ideas,0,5175,470,7,0.5
600486,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,20,5104,437,26,1
930416,How to design a business card on Photoshop (for beginners),0,5086,197,12,1
133968,Web Elements Design With Photoshop,45,5072,38,44,5
895394,How To Build Your Own Web Banner Design Business,20,5000,7,21,1
520766,Canva : Graphic Design Theory Volume2,200,4961,38,29,2
482924,Mastering Retouching and Restoration (15 projects Included),100,4927,15,22,2.5
1132572,How to Design an Awesome Letterhead in Adobe Illustrator,0,4776,115,18,0.566666667
449788,Graphic Design: Beginner's Graphic Design Guide to Photoshop,25,4550,74,15,1
563708,Bestseller!! Learn Illustrator CC in 1 Hour,200,4449,100,9,1.5
367460,Complete Digital Painting Training with Corel Painter,30,4353,23,57,3.5
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,200,4297,337,110,7.5
787340,Most Wanted Flat Design Techniques #1: Desert Island,0,4294,143,15,1
317278,Typographic Logos: Typography and Lettering for Logo Design,25,4235,427,20,1.5
475214,Text based Logo Design for Business Using Adobe Photoshop,20,4208,25,19,1
62497,How to Draw Cute Cartoon Characters,55,4080,522,26,2
77532,Graphic Design for Entrepreneurs...Who Can't Draw,20,3903,51,13,1.5
525446,Draw a Kitten,0,3812,68,11,1.5
1062048,Mastering Photoshop CC 2017 - The Art of Design & Technology,20,3721,95,46,6.5
278948,Become a Professional Graphic Designer,35,3618,345,207,20.5
737642,How To Design A Fortune 500 Logo in Illustrator,195,3599,43,72,5
117004,How to Draw Pinups and Sexy Women,75,3525,109,33,20
1156778,How to stylize your photos in Photoshop with color overlays,0,3512,58,17,1.5
395140,Design and Animate a Gamer UI,20,3481,37,6,1.5
286424,Learn to Design a Logo in Adobe Illustrator,20,3390,49,29,4.5
327666,Digital Art for Beginners,150,3381,388,57,15
757900,Canva : Book Cover Design,100,3377,20,15,2
464184,Expert Guide : Mastering Photoshop Smart Objects in depth !,195,3360,26,16,2
1226518,Photoshop & Illustrator CC Essentials in Arabic,0,3329,193,33,3.5
902300,Convert Image to Vector in Adobe illustrator,0,3251,158,13,0.516666667
558432,Easy Typography Tips to Beautify and Strengthen Your Work,45,3192,11,18,1
356840,Logo design: How To Design an Awesome Logo in Illustrator,195,3131,131,56,5.5
482208,Learn Photoshop CC Essentials,75,3117,30,62,4.5
901082,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",0,3108,27,28,2.5
809216,Canva: Design Album Cover Artwork in Minutes - No More Fees!,0,3103,42,11,0.666666667
405488,Photoshop para novatos:  ¡desde cero hasta experto!,150,3000,470,134,12
768366,Photoshop Fantastic! - The Comprehensive Guide to Photoshop,20,2938,26,45,6
494058,Expert Guide : Mastering Shapes Creation with Illustrator,200,2911,17,35,5
632136,Drawing in PowerPoint: Block diagram + Experiments + Cartoon,155,2911,29,37,2
933888,Adobe Illustrator: How to Draw Squared Animals Icons,180,2873,38,13,0.533333333
826202,Design a unique bookstore-quality Photo Book with Blurb,180,2863,11,27,2.5
413713,A Complete Guide to Successful Freelance Logo Design Career,145,2745,61,67,8.5
1047508,Make yourself a Santa Claus: Photoshop Manipulation,0,2665,20,8,0.566666667
15611,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,40,2634,92,25,10
961684,Mastering Logo Design - 20 Projects step-by-step,200,2599,24,77,7.5
19164,Graphic Design Secrets Revealed,95,2555,28,55,6
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,50,2489,39,16,2
1013676,Adobe Illustrator CC 2017 for beginners,195,2489,39,12,1.5
501140,Illustrator CC para novatos: ¡desde cero hasta experto!,150,2476,466,96,11
751230,Illustrator CC: Design and drawing from scratch to expert!,150,2427,99,97,11
861444,Design your own Social Media Logo Icons in Adobe Illustrator,50,2424,29,15,1.5
935108,Adobe - Create a professional logo step-by-step (Beauty),20,2420,27,21,1.5
19421,Free Beginner Electric Guitar Lessons,0,101154,1042,95,4.5
238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,200,75499,7676,362,30
41884,Getting Started with Playing Guitar,0,47652,1141,26,4
42271,Complete Guitar System - Beginner to Advanced,145,32935,2713,310,34
26956,Learn Guitar in 21 Days,20,26504,192,82,2.5
456284,The Professional Guitar Masterclass,200,21701,1340,136,9.5
583752,Introduction to Piano - By PGN Piano!,0,14922,772,8,0.666666667
59922,Best Beginner Guitar Lessons by Sam Lyons,20,14560,20,32,2
198690,Acoustic Guitar Basics,0,14495,224,21,2
484670,Guitar Super System Level 1,50,10869,2257,104,5
953152,The Complete Piano & Music Theory Beginners Course,50,10435,665,23,1.5
1191750,"Jazz Guitar Tips, Tricks and Licks",0,9351,331,21,2
645202,The Total Beginner's Guitar Course,0,9193,357,17,1.5
200598,"LEARN HARMONICA, amaze your friends and have fun - it's easy",200,8857,718,131,15.5
101496,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0,8240,31,6,1.5
99324,Acoustic Blues Guitar Lessons,0,8217,109,10,1
1132342,Ultimate Beginner Guitar Masterclass,200,8113,79,124,11.5
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,200,7178,260,144,8.5
76524,A new approach to piano and playing songs for beginners,50,7140,72,26,1.5
409818,Get started playing blues harmonica,0,6853,398,23,0.616666667
517148,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,200,6565,55,56,4
824044,PI-101 Top 10 Classical Piano Pieces for Beginners,0,6292,183,38,1
1052180,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",100,6271,68,75,5
65033,Virtual Piano Lessons - A New Way To Learn Piano,50,5830,29,12,1
315576,Guitar Crash Course (No Experience Necessary),0,5769,78,29,1
364716,"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,5543,107,29,4
967380,How to play Piano - Go from a Beginner/Intermediate to a Pro,200,5316,159,291,31
1032864,Learn to Read & Write Music to play Piano & more instruments,115,5292,38,85,10.5
555340,Play Piano in 30 Days! - Start Playing NOW!,0,5188,410,58,3
574974,The Complete Piano Course - Master The Piano,95,4982,276,240,23
1105794,Piano Music Theory (Back To Basics) by JFilt,0,4967,308,12,0.5
1229488,Learn to play your favorite guitar songs by ear,50,4733,11,15,1.5
566678,Learn 4 Chords and Play Thousands of Songs!,20,4560,177,22,1.5
501412,Play Piano by Ear Today! SuperCourse,60,4557,21,77,5.5
696630,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,4529,193,7,0.6
286070,5 lecciones que todo guitarrista debe tomar,0,4452,263,14,1
681692,Guitar Super System Level 2,50,4192,128,34,1.5
206088,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,200,4133,173,224,28.5
687248,3 step formula for playing guitar by ear,25,3937,54,20,1.5
955914,A beginner`s guide to fingerpicking and strumming guitar',0,3481,29,20,2
658276,Piano for Singer/Songwriters | Write Songs and Perform Live!,100,3371,175,42,3
762374,Guitar Lessons - String Bending And Vibrato Essentials,0,3325,28,5,1
648506,Blues Guitar Fundamentals,50,3312,107,21,1.5
666322,Learn to Play Piano From a Concert Pianist - For Beginners,200,3206,18,17,1
198660,Tenor Banjo for Absolute Beginners,0,3167,161,34,0.616666667
385684,Guitar Kick Start,0,3160,47,22,1
1029440,Modern Rock Guitar Techniques,50,3157,375,32,3
1098994,Fun Ukulele Strumming Course,45,3141,10,15,1
288942,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,35,3137,18,68,1.5
105350,Play Piano Today - Easy Festive Favorites & Piano Party Hits,75,3122,6,80,4
1034414,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,0,3042,40,13,0.566666667
476324,Guitar - Learn 10 Legendary Chord Progressions for Guitar,55,3013,15,28,1.5
521440,The Essentials of Acoustic Guitar Strumming Patterns,0,2995,51,19,1
476988,Guitar - Blues Guitar for Beginners,45,2795,26,25,1
521072,Keyboard Instruments - Read Sheet Music for Piano Fast!,50,2788,52,41,1.5
983418,The Allman Brothers Guitar Roots And Techniques,75,2692,29,14,1.5
749686,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,20,2686,10,32,6
20387,Guitar Insanity Workout - Eatmystrings!,50,2673,17,29,2.5
806638,Blues Master - Beginner's Techniques Piano Course,0,2618,41,16,1.5
807934,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,0,2610,28,24,3.5
288854,"Beginner's Guitar: Tuning, Strumming, and Chords!",0,2577,30,6,0.616666667
873386,Guitar Lessons: The Essential Beginner & Intermediate Course,0,2566,39,23,2
970880,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",95,2558,19,16,3
138228,Get great playing HARMONICA - a fun new leisure time hobby !,35,2543,44,17,2
647338,How To Make Money With A Cover Band,50,2498,12,25,3.5
422546,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,95,2415,16,115,2.5
782430,Playing Piano: Scales and Arpeggios Vol.I : Major keys,50,2358,3,26,1
51752,Just chords Piano: Learn to Play Piano Quickly - No Music,85,2357,15,53,5
311530,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",45,2346,11,14,0.65
1116196,Essential Theory and Technique for Guitar,0,2285,34,22,2
659918,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,70,2164,10,30,1
1003568,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,95,2164,10,113,2
515256,Guitar - 12  Strumming Patterns You Must Know For Guitar,50,2154,40,16,1
1119092,"Learn guitar the Right way! Complete 'KickStarter course""",150,2102,33,99,9
961630,Beginner Guitar Quick-Start Course,0,2084,20,7,1
907966,Guitar: Learn 10 CCR Guitar Chord Progressions,50,2045,8,24,2
1123250,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,95,2026,3,62,2.5
1122832,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,65,2015,3,21,0.733333333
1123184,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,65,2015,2,25,1
551170,Your First Course on Piano,70,2002,34,33,4
1111630,Learn to play the piano or keyboard from scratch,145,1987,11,161,14
646906,Playing Piano:  Play Chords and Popular Pieces Vol.I,100,1987,7,43,3
778682,Gitarre spielen wie die Profis,20,1981,28,38,2
353224,The Best Beginner Guitar Course Ever,50,1976,252,16,1
17922,Play Ukulele Now,30,1951,88,78,5
829616,Aprendiendo Piano: Ejercicios de calentamiento,0,1876,109,11,0.55
132570,Basic Piano Hymn Playing,20,1842,21,28,1.5
260900,Quick & Easy Piano Chords: Play more songs with more chords,55,1818,4,90,2.5
777650,Drumming for Beginners - Simple Way To Learn How To Drum,20,1814,28,22,2
658816,Learn How to Improvise on Guitar in 30 Days,200,1788,89,33,6
637842,Playing Piano : Reading and Playing Classical Tunes Vol.I,50,1732,6,34,2
326428,Learn Piano Scales: Play any song in any key! Like Pro's do,50,1720,9,26,2.5
993510,Piano Technique Exercises Vol.1,50,1674,4,24,1
888698,Piano Playing: Reading and Playing Classical Tunes Vol.II,40,1638,3,17,1.5
670376,Piano Tutorial : Ludovico Einaudi - Una Mattina,0,1631,23,6,0.733333333
1217408,Drums for Beginners,0,1618,4,15,3
396238,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",100,1605,19,52,2
1010274,Drumming Accelerator: How To Get The Best Start Possible,200,1594,4,34,1.5
1170074,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,75,1593,1,41,1
195576,Learn To Play The Drums Without A Drum Kit,25,1589,52,39,2
242382,Learn Beethoven's Fur Elise on Piano,20,1582,11,6,0.483333333
515262,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,50,1548,10,20,2
995562,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,50,1541,14,42,1
464844,Discover Classical Guitar Level 1,25,1513,38,19,1.5
104304,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",50,1504,15,14,0.683333333
971962,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,50,1495,26,36,2.5
631416,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,80,1474,10,102,2
801486,Playing Piano:  Popular Pieces Vol. II,150,1472,4,24,1.5
917432,The Professional Bass Masterclass,200,1449,136,88,7
372416,"Piano: Learn 48 chords in 1 hour,  and always remember how",120,1424,71,16,1.5
1041176,Fun Beginner Ukulele Course,55,1409,41,17,1.5
384928,101 Blues riffs - learn how the harmonica superstars do it,200,1350,65,55,6.5
710420,Step by Step Tabla Course- Indian Drums,20,1337,17,21,1
640496,Teaching Music : Start teaching an instrument successfully.,30,1337,5,18,1.5
902474,CAGED Pentatonic System for Guitar - Level 1,45,1329,52,35,1.5
455054,Ninja Chord Changes - Master your guitar chord changes,30,1327,11,13,1.5
830568,5 Exotic Guitar Scales and How to Use Them Effectively,50,1319,101,21,1
535650,Accelerate Your Guitar Learning With Metal Techniques,20,1305,25,68,6.5
101498,Blues Guitar Lessons - From Texas To Carolina,20,1297,12,9,2.5
648628,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,80,1284,6,99,2
112314,Acoustic Blues Guitar Lessons,125,1284,136,40,12.5
606494,The 80/20 Beginner Guitar Course,50,1269,27,51,3
660460,Piano for Complete Beginners: Learn your first song today!,40,1268,10,30,1
1009802,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,50,1249,6,69,1.5
27681,Piano Improvisation from Day One,20,1249,37,21,3
42251,Blues and Advanced Guitar Lessons,85,1235,46,131,7.5
692658,Easy to play Christmas Songs for Guitar,100,1229,8,11,0.5
993134,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,60,1227,2,26,0.633333333
550842,16 Guitar Chords to Jam With - (Beginner - Intermediate),20,1224,19,20,1
902476,CAGED Pentatonic System for Guitar - Level 3,45,1224,17,32,1.5
920194,CAGED Pentatonic System for Guitar - Level 2,45,1220,13,26,1.5
174562,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,50,1213,158,77,5
997470,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",50,1204,8,56,1.5
515260,Guitar: Master The Guitar Fretboard In 6 Easy Steps,55,1203,26,10,1
972704,How to play Contemporary Piano,25,1200,35,10,0.6
40495,World's Fastest Piano Method - The Piano Revolution!,95,1199,58,31,2
1033670,Beginner's Guitar Lessons - Crash Course for Busy Adults,50,1194,9,29,2
647336,Country Guitar Fundamentals,50,1174,39,23,1.5
149728,Learn Jazz Piano Today,50,1167,66,44,3
1048188,Modern Country Guitar: Technique Booster,30,1152,16,42,2.5
392958,Learn To Play The Drums,25,1141,88,74,8.5
356060,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,60,1137,4,45,1
829962,Darbuka Drumming: Learn how to play the Darbuka Dounbek,0,1094,45,11,1
413182,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,95,1064,11,110,2.5
672894,Christmas Piano Songs For The Very Beginner Vol. I,40,1060,3,15,1.5
783292,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,75,1052,6,43,0.5
837722,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),50,1039,29,9,1.5
1051856,Classical Guitar Essentials - The Basics Part 2,95,1030,1,44,4.5
670640,31 Day Guitar Challenge,40,1029,22,32,3.5
517366,Guitar for Beginners - Learn the Basics,20,1026,13,19,0.516666667
552700,Your Second Course on Piano: Two Handed Playing,70,1018,12,22,5
998100,Play Piano 4: Improvise on popular song Yesterday chords,50,1018,4,63,1.5
1034080,The Circle of Fifths for Guitarists,50,1018,2,5,1.5
566856,Learn Monster GODJ,0,991,29,12,1
344234,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,60,973,8,74,2
787686,Bluegrass Guitar Essentials: Webisodes 1 & 2,0,970,14,9,1
1240148,Learn all Piano Chords in all Piano Scales with logic,45,969,2,17,1
184780,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,50,966,157,145,7.5
574428,Fingerpicking Classics - Great songs played fingerstyle!,20,953,11,13,2
1120410,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,75,940,3,32,0.616666667
956102,Guitar Lessons for complete beginners - super simple and fun,20,936,9,12,0.666666667
505126,Discover Classical Guitar Level 2,75,927,35,123,11.5
1257976,Your First 10 Guitar Lessons - Learn how to play guitar,0,924,4,18,1
173776,Ultimate Blues Guitar Beginner Lessons,20,922,57,90,10.5
708696,Instant Bodhran - part one; learn the basics of drumming now,30,920,31,9,1
769270,Beginner Step by Step Keharwa Theka Tabla Course,20,916,26,16,0.666666667
1253224,Pentatonic Scale Crash Course for Bass Guitar,0,898,6,24,1
970462,Ukelele exprés: aprende a tocar en menos de un mes,0,888,64,25,1.5
403078,Percussive Fingerstyle Guitar,50,886,43,74,1.5
338926,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,50,877,93,88,6
692812,Play all major scales by ear - no notation required!,40,868,8,62,3.5
412970,Classical Guitar Essentials - The Basics Part 1,65,861,19,52,4.5
1116700,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,75,850,3,43,1
560662,Instant Harmonica - how to get single notes in 5 easy steps,20,835,10,7,0.633333333
663810,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,70,834,3,35,1
1000966,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,50,833,6,70,1.5
643970,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,20,823,11,10,0.7
793234,Piano From Zero To Pro - Beginner Essentials To The Piano,70,811,129,52,3.5
996888,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,50,809,5,57,1.5
552650,Beginner Piano,20,776,79,89,4
656364,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,70,769,10,33,1
661814,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,70,747,5,28,1
657518,Cracking the Violin Code!,120,746,82,40,5.5
26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,20,738,6,64,9.5
182940,Modern Piano Lessons For Beginners,20,736,6,46,5
206332,Rock Drumset Grooves: Level 1,20,709,12,38,2
324224,Learn to Play the Flute: Beginner to Pro in Under Five Hours,50,707,116,108,7
1000988,Play Piano 6 -Improvise on The Way We Were with Power Chords,50,701,4,62,1.5
64585,Gospel Piano Essentials,30,668,39,46,11.5
1254852,How to Play Piano - Your First Lesson!,0,662,7,13,0.516666667
585946,Beginner Guitar Lessons by Paul Gronow,50,659,4,46,3.5
650836,Introduction to Ukulele 1,20,630,25,27,1
564446,Instant Harmonica - play two Star Wars themes in 30 minutes,20,605,21,11,0.7
342398,Learn the Violin - No Music Experience Necessary!,120,600,27,30,3
149716,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",115,595,20,33,2
301686,"Super Beginner Guitar - start right, start awesome",30,594,3,33,2
825186,Bossa Nova - Guitar for Beginners,20,589,6,8,1
808292,Take your double bass drum technique to the next level,40,584,7,196,5.5
365292,Play Sonny Terry style on Harmonica and dazzle your friends!,200,582,49,51,5.5
1119610,Harmonica Jamz: The Only Course on Jammin' with Friends,60,568,8,65,5
938260,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,100,567,37,24,1.5
783778,Play Violin and Fiddle for beginners - it's fun  - Course 1,20,560,8,9,1
140168,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",195,556,11,27,4
213532,How to speak Pianish (beginner level),30,545,5,10,1
563650,Instant Harmonica - play Scarborough Fair in 8 easy lectures,40,543,4,12,1
624118,Music Fundamentals: Learn Beatmaking with Pen Tapping,200,537,2,22,2
1200374,Strumming from scratch - Rhythm guitar lesson for Beginners,0,530,11,13,2
544234,Mike G's Beginner Drum Course: Part 1,35,515,14,20,3
333046,The Ultimate Method for Learning Modern Piano & Keyboards,25,512,3,151,2.5
578750,Learn 4 Vital things that will make your DRUM PLAYING EASIER,35,510,1,8,0.616666667
347104,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,50,500,39,74,5
567558,Instant Harmonica - play Amazing Grace with grace and ease!,40,496,6,14,1
660690,Piano Building Blocks: Learn the 24 Most Common Chords,50,492,10,17,1.5
1159988,Electric Guitar for Beginners - RockStarter Level 1,40,491,5,29,2.5
151027,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",40,489,5,35,4
1193886,#12 Hand Coordination: Let your Hands dance with Ballad 9,75,482,1,47,1.5
375830,Guitarra Desde Cero - PARTE 1,35,480,12,123,7
1194244,How To Play Guitar - For Absolute Beginners,35,478,3,18,1
411986,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",30,478,3,31,0.7
925286,Play Piano To-day! - Beginner Piano Lessons For Busy People!,100,476,16,91,4
755198,Rockabilly Guitar For Beginners,40,475,125,36,2
602450,6 Must Know Tricks to Successful Solos,35,469,38,30,4
217978,ブルースギター入門,0,462,6,23,3.5
263818,Learn to Play French Horn: Beginner to Pro Made the Easy Way,50,460,27,131,8
559438,Instant Harmonica – play Beethoven’s Ode to Joy right now!,20,455,3,11,1
831294,Make Your Own Ukulele,85,452,5,23,4.5
1132694,Introduction to Gypsy Jazz Guitar,95,452,10,18,2.5
895244,CAGED System for Guitar (Guitar Lessons from Lutz Academy),50,450,15,7,1.5
1008054,Play Piano 7: Improvise on For All We Know in F Key by Ear,50,438,3,77,1.5
199500,Play Autumn Leaves' falling notes on piano with no reading!,30,438,10,12,0.566666667
589248,Instant Harmonica - play Somewhere Over the Rainbow now!,40,431,2,11,1
374566,Learn to Play Percussion: Beginner to Pro made the Easy Way!,50,425,7,192,6
561774,Instant Harmonica - play the great Irish tune Molly Malone!,20,420,2,13,1
628798,"Learn Piano with Beyer, 15 Minutes Challenge",65,418,2,30,3
271652,How To Play The Djembe: For Beginners,30,414,18,19,1
1186514,Learn to Play Harp: Beginners Course,0,408,7,10,0.683333333
897162,101 Awesome Rockabilly Guitar Licks,40,407,64,33,2.5
131512,Inside Drum Technique,50,406,10,25,2
371896,Learn to Play Trombone: Go From Beginner to Pro in No Time!,50,402,47,123,7.5
769518,Instant Harmonica - play the groovy Valens La Bamba now!,20,390,4,10,0.733333333
467408,"How to play Djembe, Drums & Rhythm. Level 2",40,390,14,36,2
41890,Beginners Guide to Playing Guitar - Step-by-step System,85,384,25,98,10.5
601230,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,50,383,4,9,1
475914,Chugging - it don't mean a thing if it ain't got that swing!,200,382,21,25,2.5
446478,Learn basics of South Indian Carnatic Flute Step by Step,150,380,113,49,4
146852,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",20,377,8,14,1.5
180680,Master the Saxophone: Intermediate Instruction Made Simple!,50,376,9,86,5.5
1196538,Piano Building Blocks: Learn Chord Additions & Variations,0,375,0,9,1
264396,Learn How to Play the Violin - Violin Basics,20,365,10,12,0.533333333
1007396,"Play The Piano By Ear | Master Class, Learn By Doing",175,362,38,27,2.5
245722,Painless Piano!,40,353,1,30,3.5
519694,"Discover the fun of Spoon playing, a beginners course",65,353,13,25,1
1191088,Learn to play in the Key of G on any Bluegrass Instrument,0,349,3,36,2.5
638204,Playing Piano By Ear: Complete Guide for Aspiring Musicians,150,346,26,59,4.5
854696,Instant Harmonica - play Amazing Grace + Ode to Joy now!,40,341,7,23,1.5
32033,Aprende batería con el nuevo método IDT,20,335,32,25,2
206986,Piano Lessons for Beginners Made Easy,25,333,5,40,3
55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,20,332,23,42,2
953442,Blues School! A Course For Beginners in Blues Piano & Improv,120,326,44,54,3
71912,Have Fun with Beginner Blues Piano,75,321,24,27,2.5
470472,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,50,305,39,108,7
664764,Mike G's Beginner Drum Course: Part 2,40,305,0,23,2.5
757284,Slide Guitar- Slide Soloing Essentials,50,297,20,17,3
100916,Blues Guitar Lessons - Blues Guitar - Robert Johnson,20,297,7,7,2.5
729464,Instant Harmonica - play the groovy Beatles Yesterday today!,40,295,7,14,1
812914,Beginner Guitar Lessons - Your Complete Foundation Course,60,293,30,162,18.5
185266,Master Trumpet Playing: Intermediate Instruction Made Simple,50,292,18,130,7
398522,Learn the Violin - Scales and Fundamentals,80,291,14,39,3
324226,Master Flute Playing: Intermediate Instruction Made Simple!,50,288,15,100,6
725566,Curso de Violão Popular,25,287,42,27,6
861566,Instant harmonica - play Adele's wonderful 'Hello' today!,20,284,3,12,1
214418,Piano Lessons For The Hip Hop Fan,20,276,2,62,5.5
147754,Guitar Technique Mastery: The Ultimate Chop Building Workout,20,273,4,6,1.5
1266892,Getting Started with the Guitar in 5 Days,0,270,1,24,1.5
12214,Back 2 The Basics,50,265,23,65,3
21080,Guitar Essentials,20,261,1,18,1.5
336446,Circular Breathing for musicians - practical skills,25,261,4,17,1.5
147404,Guitar Fretboard Mastery for the Blues Guitarist,20,257,6,5,1
592606,Spielend Klavier lernen mit Freude und Erfolg,100,255,30,53,4
759972,150 Rock Guitar Licks You MUST Know,45,252,14,21,4.5
80844,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,40,250,24,39,3
504168,Learn Flute FAST!,45,249,33,61,4
441996,Bones of the Blues - learn 4 cool tunes to expert level now!,200,248,9,21,2
988678,Curso de piano 101 - Tocando partituras y acordes -,170,245,26,93,4.5
103662,Introduction to Lead Guitar,20,245,8,34,1.5
146450,A Year's Worth of Piano Lessons in One Weekend,20,244,25,33,6
764534,Guitar Lessons - Learning The Neck - Fretboard Mastery,45,239,30,49,6
277770,Electric Bass Right From The Start,100,239,1,9,0.666666667
138336,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,25,238,3,22,1
99946,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,20,237,12,6,1.5
789820,Instant Harmonica - play Christmas + Birthday songs now!,40,236,0,18,1.5
344348,Master the Clarinet: Intermediate Instruction Made Simple!,50,232,11,97,7
373636,Master the Trombone: Intermediate Instruction Made Simple!,50,231,7,110,9
207440,Super-Curso de Guitarra Práctico Para Principiantes,85,228,26,215,10.5
214328,Piano Lessons for the R&B Fan,20,228,2,64,8
459804,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,50,225,19,106,6
